Program ID,Program Name,Product ID,Name,Active Date,Expire Date,Coupon Code,Coupon Restrictions,Payout,Allows Deeplinking,Link Code,Created
168495,Hanger Project,1108628,Hanger Project,8/20/2014,,,,The payout is 4% on sales.,FALSE,http://track.flexlinks.com/a.ashx?foid=1049250.1108628&fot=9999&foc=0,8/21/2014 0:33
168495,Hanger Project,1108629,Hanger Project,8/20/2014,,,,The payout is 4% on sales.,FALSE,http://track.flexlinks.com/a.ashx?foid=1049250.1108629&fot=9999&foc=0,8/21/2014 0:33
246,CheapOair,1108671,Drive Away with Rental Car Savings Today! Save upto $10 with Promo code RENTACAR Book Now!,9/8/2014,2/28/2015,CAR10,,"The payout is $6.40 (airfare), $4 (airfare insurance, car rental), $20 (vacation packages), $12 (hotel purchase), and on bookings.",FALSE,http://track.flexlinks.com/a.ashx?foid=1049250.1108671&fot=9999&foc=0,8/21/2014 1:31
246,CheapOair,1108671,Drive Away with Rental Car Savings Today! Save upto $10 with Promo code RENTACAR Book Now!,9/8/2014,2/28/2015,RENTACAR,,"The payout is $6.40 (airfare), $4 (airfare insurance, car rental), $20 (vacation packages), $12 (hotel purchase), and on bookings.",FALSE,http://track.flexlinks.com/a.ashx?foid=1049250.1108671&fot=9999&foc=0,8/21/2014 1:31
158015,Sur La Table,1109438,The Bonavita 8-Cup Coffee Maker with Thermal Carafe is on sale for $135.96 and ships free with code SHIPFREE at SurLaTable.com!,,,SHIPFREE,,The payout is 5.6% of all sales (excluding gift cards).,FALSE,http://track.flexlinks.com/a.ashx?foid=1049250.1109438&fot=9999&foc=0,8/21/2014 7:58
158015,Sur La Table,1109443,The Bruer Cold Drip Coffee Maker is only $79.95 and ships free with code SHIPFREE at SurLaTable.com!,,,SHIPFREE,,The payout is 5.6% of all sales (excluding gift cards).,FALSE,http://track.flexlinks.com/a.ashx?foid=1049250.1109443&fot=9999&foc=0,8/21/2014 7:58
158015,Sur La Table,1109448,The Nespresso VertuoLine with Aeroccino Plus is on sale for $349 and ships free with code SHIPFREE at SurLaTable.com!,,,SHIPFREE,,The payout is 5.6% of all sales (excluding gift cards).,FALSE,http://track.flexlinks.com/a.ashx?foid=1049250.1109448&fot=9999&foc=0,8/21/2014 7:58
158015,Sur La Table,1109563,"The Breville Oracle Semi-Automatic Espresso Machine is on sale for $1,995.95 and ships free with code SHIPFREE at SurLaTable.com!",,,SHIPFREE,,The payout is 5.6% of all sales (excluding gift cards).,FALSE,http://track.flexlinks.com/a.ashx?foid=1049250.1109563&fot=9999&foc=0,8/21/2014 7:58
158810,Hammacher Schlemmer,1109581,The World&#39;s First 3D Printing Pen + Free Shipping on $99+ with code HSFREE,,,HSFREE,,The payout is 6.4% on all sales.,FALSE,http://track.flexlinks.com/a.ashx?foid=1049250.1109581&fot=9999&foc=0,8/21/2014 7:58
158810,Hammacher Schlemmer,1109581,The World&#39;s First 3D Printing Pen + Free Shipping on $99+ with code HSFREE,,,HSFREE,,The payout is 6.4% on all sales.,FALSE,http://track.flexlinks.com/a.ashx?foid=1049250.1109581&fot=9999&foc=0,8/21/2014 7:58
